Location,Beds,Baths,Title,Added_Date,Price_thnds,Area_sqft
"Allama Iqbal Town, Lahore",6,6,Brand New 5 Marla House For Sale In Allama Iqbal Town Allama Iqbal Town,Added: 1 day ago,40000000.0,1361.25
"Al-Hamad Colony (AIT), Lahore",3,3,Your Dream Brand New 619 Square Feet House Is Available In Al-Hamad Colony (AIT),Added: 1 day ago,14000000.0,762.3
"DHA 9 Town, DHA Defence",3,5,5 Marla Brand New House Available For Sale In Dha Phase 9,Added: 10 hours ago,24000000.0,1361.25
"Airport Road, Lahore",8,6,11Marla Sami Commercial Corner House adjusent NETSOL Airport Road For Sale,Added: 10 hours ago,55000000.0,2994.75
"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",4,5,10 Marla House For Sale In Bahria Orchard Ph 4 Block G5,Added: 10 hours ago,25500000.0,2722.5
"Park View City, Lahore",4,5,3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,Added: 10 hours ago,15500000.0,1361.25
"Park View City, Lahore",4,5,3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,Added: 10 hours ago,17000000.0,1361.25
"DHA Phase 5, DHA Defence",5,6,1 KANAL BRAND NEW ULTRA MODERN DESIGN HOUSE FOR SALE IN DHA PHASE 5,Added: 10 hours ago,92500000.0,5445.0
"DHA Phase 6, DHA Defence",5,6,BRAND NEW LUXURY ULTRA MODERN DESIGN HOUSE FOR SALE IN DHA PHASE 6,Added: 10 hours ago,105000000.0,5445.0
"DHA Phase 7, DHA Defence",5,6,1 KANAL BRAND NEW LUXURY ULTRA MODERN DESIGN HOUSE FOR SALE IN DHA PHASE 7,Added: 10 hours ago,75000000.0,5445.0
"DHA Phase 6, DHA Defence",7,,1 Kanal Full Furnished Full Bassment Slightly Used House Availaible For Sale 100 % Original Pictures,Added: 1 week ago,109500000.0,5445.0
"Park View City, Lahore",4,5,3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,Added: 1 week ago,17000000.0,1361.25
,,,,,23000000.0,
"DHA Phase 7, DHA Defence",5,6,100 % Original Add Brand New 20-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,Added: 1 week ago,75000000.0,5445.0
"Bankers Avenue Cooperative Housing Society, Lahore",5,6,1 Kanal Luxurious On Bungalow Top Location For Sale in Bnkers Society Bedian Road Near Phase 7 DHA Lahore,Added: 1 week ago,65000000.0,5445.0
,,,,,11900000.0,
"Al Rehman Garden Phase 2, Al Rehman Garden",5,6,Q Block 10 Marla Brand New House For Sale,Added: 1 week ago,34000000.0,2722.5
"Clifton Colony, Lahore",4,5,4 Marla House For sale In Clifton Colony,Added: 5 days ago,17500000.0,1089.0
"PAF Falcon Complex, Gulberg",6,5,"20 Marla House PAF Falcon Complex, Gulberg, Lahore For sale",Added: 5 days ago,132500000.0,5445.0
"PAF Falcon Complex, Gulberg",4,5,"14 Marla House PAF Falcon Complex, Lahore,",Added: 5 days ago,81000000.0,3811.5
"DHA Phase 4 - Block GG, DHA Phase 4",5,6,1 Kanal House For Solid Construction Near To Park Hot Location,Added: 5 days ago,80000000.0,5445.0
"Askari 11 - Sector D, Askari 11",3,4,3 Bedroom Apartments For Sale On 4 Years Instalment Plan,Added: 5 days ago,12500000.0,3049.2
"Bahria Town - Sector D, Bahria Town",,1,Luxury Studio Apartment for Sale,Added: 19 hours ago,7250000.0,598.95
"Bahria Town - Sector F, Bahria Town",1,1,Luxury Furnished Apartment For Sale,Added: 19 hours ago,7150000.0,626.175
"New Lahore City - Phase 1, New Lahore City",6,4,Luxury Living Starts Here,Added: 1 day ago,32500000.0,2178.0
"Bahria Town - Sector D, Bahria Town",3,4,Vip 5 Marla Used House Available For Sale In Bahria Town Lahore,Added: 1 day ago,19500000.0,2178.0
"Audit & Accounts Phase 2, Audit & Accounts Housing Society",6,6,16 Marla House For Sale Rental Income 1 Lac,Added: 1 day ago,26000000.0,4356.0
"Allama Iqbal Town - Ravi Block, Allama Iqbal Town",4,4,Spacious 10 Marla House Available For Sale In Allama Iqbal Town - Ravi Block,Added: 1 day ago,36500000.0,2722.5
"Allama Iqbal Town - Nishtar Block, Allama Iqbal Town",5,5,10 Marla Double House,Added: 1 day ago,40000000.0,2722.5
"DHA Phase 7, DHA Defence",5,6,01 KANAL AESTHETICALLY DESIGNED HOUSE FOR SALE IN DHA PHASE 7,Added: 10 hours ago,71000000.0,5445.0
"DHA Phase 6, DHA Defence",5,6,1 Kanal Luxury Bungalow For Sale At Ideal Location In DHA Phase 6,Added: 10 hours ago,125000000.0,5445.0
"Cavalry Extension, Lahore",3,4,House Of 3.5 Marla In Cavalry Extension For Sale,Added: 10 hours ago,10000000.0,952.875
"Cavalry Ground, Lahore",4,5,10 Marla House In Cavalry Ground Is Available,Added: 10 hours ago,34500000.0,2722.5
"Walton Road, Lahore",3,3,Your Dream 3 Marla House Is Available In Walton Road,Added: 10 hours ago,9900000.0,816.75
"Main Boulevard DHA Defence, DHA Defence",4,5,House Of 9 Marla For Sale In Main Boulevard DHA Defence,Added: 10 hours ago,28500000.0,2178.0
"Super Town, Lahore",3,3,"In Super Town Of Super Town, A 6 Marla House Is Available",Added: 10 hours ago,24000000.0,1633.5
"Bahria Orchard Phase 2, Bahria Orchard",5,6,Owner Build 8 Marla Gray Structure Corner + Park Facing | Prime Location,Added: 11 hours ago,17200000.0,2178.0
"Askari 10 - Sector S, Askari 10",5,6,15 Marla 05 Bedroom house Available For Sale In Askari 10 sector S Lahore Cantt,Added: 1 week ago,96500000.0,4083.75
"DHA Phase 6 - Block J, DHA Phase 6",5,6,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 6 Prime Location Read,Added: 1 week ago,89800000.0,5445.0
,,,,,28800000.0,
"Bahria Town - Sector E, Bahria Town",1,1,READY 2 MOVE APARTMENTS FOR SALE IN BAHIRA TOWN LAHORE,Added: 1 week ago,6500000.0,598.95
"Johar Town, Lahore",6,6,1 Kanal House For Sale In 80 Feet Road In Johar Town,Added: 1 week ago,72500000.0,5445.0
,,,,,6890000.000000001,
"Bahria Town - Takbeer Block, Bahria Town - Sector B",5,6,10 Marla House For Sale In Takbeer Block Bahria Town Lahore,Added: 1 week ago,43500000.0,2722.5
"Lake City - Sector M-7B, Lake City",4,5,5 Marla House Available For Sale In Lake City,Added: 5 days ago,26000000.0,1361.25
"Barki Road, Cantt",2,2,Fully Furnished 2 Kanal Farm House Available In Barki Road For Sale,Added: 5 days ago,36000000.0,10890.0
"DHA Phase 7, DHA Defence",9,6,ULTRA-LUXURY 4 KANAL MASTERPIECE | 2-SIDE OPEN | PRIVATE RESORT-STYLE LIVING | SWIMMING POOL | SAUNA | THEATRE,Added: 5 days ago,550000000.0,21780.0
"DHA 11 Rahbar Phase 2 - Block H, DHA 11 Rahbar Phase 2",3,4,sale The Ideally Located House For An Incredible Price Of Pkr Rs. 26500000,Added: 5 days ago,26500000.0,1361.25
"DHA 11 Rahbar Phase 1 - Block D, DHA 11 Rahbar Phase 1",4,4,Prime Location House For sale In Rs. 49000000,Added: 5 days ago,49000000.0,2722.5
"Park View City, Lahore",4,4,1-3 Years Instalment Plan solid Build 5 Marla Luxury House Available In Park View City Lahore,Added: 19 hours ago,17500000.0,1361.25
"Askari 10, Askari",4,5,12 MARLA BRAND NEW APARTMENT AVAILABLE FOR SALE,Added: 19 hours ago,45000000.0,3267.0
"Allama Iqbal Town - Gulshan Block, Allama Iqbal Town",7,6,11 Marla Triple Storey Corner,Added: 1 day ago,55000000.0,2994.75
"DHA Phase 3 - Block Z, DHA Phase 3",3,3,"5 Marla Very Cheap Price House For Sale In Phase 3, DHA Lahore.",Added: 1 day ago,24500000.0,1361.25
"Lake City Meadows Phase 1, Lake City Meadows",5,6,"One Kanal Look like Brand New Bungalow For Sale In Lake City Meadows Lahore,",Added: 1 day ago,54500000.0,5445.0
"Park View City, Lahore",4,4,Modern Design Prime Location 5 Marla House For Sale,Added: 1 day ago,22000000.0,1361.25
"Al Haram Garden, Lahore",3,3,Double story 3 Marla house for sale in Al-haram garden - A-block,Added: 1 day ago,9500000.0,816.75
"DHA 9 Town, DHA Defence",3,3,Stylish 5 Marla Contemporary Home For Sale In DHA 9 Town Lahore | Demand 2.18 Crore,Added: 11 hours ago,19500000.0,1361.25
"DHA Phase 6, DHA Defence",6,7,Fully Furnished Ultra-Luxury 2 Kanal Owner-Built Bungalow for Sale | Prime DHA Phase 6 | Demand: PKR 25.5 Crore,Added: 11 hours ago,255000000.0,10890.0
"DHA Phase 7, DHA Defence",5,6,Fully Furnished 1 Kanal Super Luxury Architectural Designer Bungalow for Sale | DHA Phase 7 Prime Block,Added: 11 hours ago,75000000.0,5445.0
"Bismillah Housing Scheme, GT Road",3,3,2.5 Marla House For Sale In Bismillah Housing Scheme Phase 1,Added: 11 hours ago,10000000.0,680.625
"DHA Phase 6, DHA Defence",5,6,"Fully Furnished Luxury House For Sale | DHA Phase 6, Lahore",Added: 11 hours ago,95000000.0,5445.0
"DHA 9 Town, DHA Defence",3,4,"5 Marla Brand New House For Sale In DHA Phase 9 Town, Lahore",Added: 11 hours ago,21800000.0,1361.25
"DHA Phase 5, DHA Defence",5,6,Luxury Kanal Bungalow for Sale | Prime Location DHA Lahore,Added: 11 hours ago,92500000.0,5445.0
"DHA 9 Town, DHA Defence",3,4,Turning Vision Into Reality Professional Services You Can Trust,Added: 11 hours ago,21000000.0,1361.25
"Bahria Town - Sector C, Bahria Town",5,6,"10 Marla Residential House For Sale In Sector C, Nearby Commercial Marker, School, Mosque and Health Care Canter",Added: 1 week ago,28000000.0,2722.5
"Johar Town, Lahore",11,7,1 Kanal Semi Commercial 100 Feet Road Super Hot Location Two Way Road Solid Construction,Added: 1 week ago,80000000.0,5445.0
,,,,,28800000.0,
"Johar Town, Lahore",7,7,1 Kanal Brand New Luxury House For Sale In Johar Town Hot Location,Added: 1 week ago,72500000.0,5445.0
"Johar Town Phase 2, Johar Town",6,6,12 Marla Brand New Spanish House For Sale In Johar Town Phase 2 Near To Emporium Mall,Added: 1 week ago,70000000.0,3267.0
,,,,,11900000.0,
"Bahria Town - Jasmine Block, Bahria Town - Sector C",5,6,10 MARLA DOUBLE HIGHT LOBBY HOUSE FOR SALE IN JASMINE BLOCK SECTOR C BAHRIA TOWN LAHORE,Added: 1 week ago,40000000.0,2722.5
"Wapda Town Phase 1, Wapda Town",6,7,Wapda Town | Brand New 2 Kanal Spanish Bungalow for Sale | Swimming Pool | 7 Bedrooms,Added: 6 days ago,129000000.0,10890.0
"DHA Phase 7 - Block U, DHA Phase 7",4,7,FULLBASEMENT Golden Investment Opportunity 10 Marla Beautiful Home in DHA Phase 7,Added: 6 days ago,42500000.0,2722.5
"Dream Gardens - Block H, Dream Gardens",6,6,Dream Gardens - Block H House Sized 10 Marla For sale,Added: 6 days ago,47000000.0,2722.5
"Paragon City - Executive Block, Paragon City",4,5,10 Marla Well-Maintained Bungalow For Sale In Prime Living In Paragon City!,Added: 6 days ago,38000000.0,2722.5
"Model Town - Block K, Model Town",5,5,ONE KANAL HOUSE FOR SALE IN WAPDA TOWN AT REASONABLE PRICE,Added: 6 days ago,70000000.0,5445.0
"DHA 9 Town, DHA Defence",3,4,5 MARLA BRAND NEW DESIGNER BANGLOW FOR SALE IN DHA PHASE 9 TOWN,Added: 19 hours ago,22200000.000000004,1361.25
"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 Kanal Brand New Beautiful Design Bungalow For Sale Prime Location Of Dha,Added: 19 hours ago,71000000.0,5445.0
"New Lahore City - Phase 2, New Lahore City",3,3,3 Beds Modern Design 3 Marla Ideal Location House for Sale in New Lahore city LDA APPROVED SOCIETY,Added: 1 day ago,11600000.0,816.75
"New Lahore City, Lahore",3,3,A Plus Quality Construction 3-Marla Ultra Modern Brand New House For Sale In New Lahore City LDA APPROVED SOCIETY,Added: 1 day ago,8800000.0,816.75
"Valencia Housing Society, Lahore",6,6,1 Kanal Corner Stylish Brand New First Entry House For Sale Available In Valencia Housing Society Lahore,Added: 1 day ago,98000000.0,5445.0
"Valencia Housing Society, Lahore",5,6,1 Kanal Brand New Full Furnish House For Sale Available In Valencia Housing Society Lahore,Added: 1 day ago,70000000.0,5445.0
"New Lahore City - Phase 2, New Lahore City",3,3,5-Marla Brand New Spanish House On Good Location For Sale In New Lahore City Near To 2 Km Ring Raod,Added: 1 day ago,14000000.0,1361.25
"DHA Phase 5, DHA Defence",5,6,Luxury 1 Kanal Bungalow For Sale | Phase 5 DHA Lahore,Added: 11 hours ago,90000000.0,5445.0
"DHA Phase 8, DHA Defence",6,6,1 KANAL BRAND NEW ULTRA MODERN DESIGN SWIMMING POOL HOUSE FOR SALE,Added: 11 hours ago,71500000.0,5445.0
"DHA Phase 5 - Block L, DHA Phase 5",4,5,10 Marla Designer House For Sale On 70 Feet Road DHA Phase 5 Lahore Prime Location,Added: 11 hours ago,55000000.0,2722.5
"DHA Phase 7, DHA Defence",5,6,"Luxury 1 Kanal Bungalow For Sale DHA Phase 7, Lahore",Added: 11 hours ago,75000000.0,5445.0
"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 KANAL BRAND NEW ULTRA MODERN DESIGNER HOUSE FOR SALE,Added: 11 hours ago,61500000.0,5445.0
"DHA 9 Town, DHA Defence",3,4,5 Marla grey structure House for Sale | DHA Phase 9 Town Lahore | Prime Location,Added: 11 hours ago,18000000.0,1361.25
"DHA 9 Town, DHA Defence",3,4,5 Marla Elegant And Fully Maintained Super Hot Located Bungalow Is Available In The Best Block Of DHA Lahore.,Added: 11 hours ago,24300000.0,1361.25
"DHA 9 Town - Block A, DHA 9 Town",3,4,Brand New 5 Marla House for Sale Ready to Move In!,Added: 11 hours ago,24300000.0,1361.25
"Bahria Town - Sector C, Bahria Town",5,6,10 Marla Ultra Luxury Designer House For Sale In Sector C Bahria Town Lahore,Added: 1 week ago,29000000.0,2722.5
"Central Park - Block A, Central Park Housing Scheme",5,6,Prime Location 10 Marla House Is Available In Affordable Price In Central Park - Block A,Added: 1 week ago,43500000.0,2722.5
,,,,,23000000.0,
"Central Park - Block B, Central Park Housing Scheme",5,6,Prominently-Located Prime Location House Available In Central Park - Block B For sale,Added: 1 week ago,60000000.0,5445.0
"DHA Phase 7, DHA Defence",5,6,"Full Furnished With Swimming Pool, Home Theater 2 Kanal Beautiful Modern Designer House For Sale At Prime Location Of DHA Lahore",Added: 1 week ago,250000000.0,10890.0
,,,,,6490000.000000001,
"DHA Phase 6, DHA Defence",6,7,Fully Basement 6-Bed With Luxury Swimming Pool Bungalow For Sale At Top Location Near To DHA Raya,Added: 1 week ago,300000000.0,10890.0
"DHA 9 Town - Block C, DHA 9 Town",3,4,"Dha 9 Town (C1716) Very Beautiful House With Modern Design, A Plus Grey Structure And A Plus Finishing",Added: 6 days ago,35000000.0,1361.25
"LDA Avenue, Lahore",6,6,Luxury One Kanal Double Storey House With Full Basement For Sale Block F,Added: 6 days ago,67500000.0,5445.0
"Canal Garden, Lahore",3,4,5 MARLA BRAND NEW CONDITION OWNER BUILT HOUSE FOR SALE AA BLOCK CANAL GARDEN LAHORE,Added: 6 days ago,17500000.0,1361.25
"Dream Gardens - Block K, Dream Gardens",4,5,Ready To sale A House 5 Marla In Dream Gardens - Block K Lahore,Added: 6 days ago,27500000.0,1361.25
"DHA Phase 6 - Block K, DHA Phase 6",6,6,1 Kanal Next to Park Facing House Fully Furnished With Luxury Basement For Sale In K Block DHA Phase 6 Lahore,Added: 6 days ago,255000000.0,5445.0
"Bahria Town - Sector E, Bahria Town",1,1,Luxury Furnished Apartment For Sale,Added: 19 hours ago,10500000.0,598.95
"Park View City - Tulip Overseas, Park View City",3,4,Prime Location Affordable House For Sale In Park View City,Added: 19 hours ago,23000000.0,1361.25
"Wapda Town Phase 1, Wapda Town",7,6,Commercial 2 Kanal Vip Used House Available For Sale Personal Construction Owner Built 80 Feet Road,Added: 1 day ago,120000000.0,10890.0
"Punjab Coop Housing Society, Lahore",7,6,Brand New Latest Luxury Modern Stylish 1 Kanal House Available For Sale By Fast Property Services Near Wapda Town With Real Pics Of House For Sale,Added: 1 day ago,64500000.0,5445.0
"Johar Town Phase 2, Johar Town",6,6,10 MARLA BRAND NEW FIRST ENTERY VIP LUXERY LEATEST ULTRA MODERN STYLISH House Available For Sale In Johar Town Lahore On Main 65 Feet Road By Fast Property Services Real Estate And Builders Lahore,Added: 1 day ago,51000000.0,2722.5
"Wapda Town Phase 1, Wapda Town",5,6,10 Marla Brand New Luxury Spanish Style Double Storey Available For Sale In Wapda Town Lahore,Added: 1 day ago,55800000.0,2722.5
"Architects Engineers Housing Society, Lahore",5,6,10 Marla Brand New Luxury Spanish Style Double Storey Double Unit House Available For Sale In Architect Society Near UCP University Surrounding Joher Town Lahore.,Added: 1 day ago,38000000.0,2722.5
"DHA 9 Town - Block C, DHA 9 Town",3,4,Brand New 5 Marla Modern House with Jacuzzi Best Deal in Town!,Added: 11 hours ago,25000000.0,1361.25
"DHA 9 Town, DHA Defence",3,4,Brand New 5 Marla House for Sale in DHA 9 Town | Best Deal in Town,Added: 11 hours ago,25500000.0,1361.25
"DHA 9 Town, DHA Defence",3,4,5 Marla Elegant And Fully Maintained Super Hot Located Bungalow For Sale IN DHA Lahore 9 TOWN,Added: 11 hours ago,29000000.0,1361.25
"Sabzazar Scheme, Lahore",3,3,3 Marla Beautiful House For Sale In Sabzazar Scheme Mor | Prime Location,Added: 11 hours ago,9000000.0,816.75
"Defence View Apartments, Shanghai Road",2,2,LUXURY 2 BEDROOM APARTMENT FOR SALE DEFENCE VIEW DHA PHASE 4 | HIGH RENTAL VALUE,Added: 11 hours ago,16500000.0,1470.15
"DHA Phase 5 - Block K, DHA Phase 5",4,5,"Ideal Living - 10 Marla Beautiful Bungalow With 5 Bedrooms For Sale In DHA Phase 5 K Block, Lahore",Added: 11 hours ago,65000000.0,2722.5
"DHA Phase 6, DHA Defence",4,7,NEAR DOLMEN CALL US FOR VISIT THIS LUXURY PROPERTY.,Added: 11 hours ago,47500000.0,2722.5
"DHA Phase 6 - Block A, DHA Phase 6",4,7,NEAR RAYA CORNER 12.5 MARLA MODERN VILLA,Added: 11 hours ago,48500000.0,3403.125
"DHA Phase 5, DHA Defence",6,7,2 Kanal Modern Bungalow Prime Location Near To Park And Commercial JALAL SONS,Added: 1 week ago,260000000.0,10890.0
"DHA Phase 2, DHA Defence",6,7,2 Kanal 6-Bed Room Most Beautiful Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market,Added: 1 week ago,320000000.0,10890.0
,,,,,23000000.0,
"DHA Phase 1, DHA Defence",6,7,Used House 2 Kanal Luxury Living Out Standing Bungalow for Sale,Added: 1 week ago,165000000.0,10890.0
"Askari 10 - Sector F, Askari 10",3,3,11 Marla 3 Bedroom Apartment Available For Sale In Askari 10 sector F Lahore Cantt,Added: 1 week ago,36500000.0,2722.5
,,,,,15700000.0,
"Lake City - Sector M-7B, Lake City",4,5,5 Marla Slightly Used M7b House For Sale on Prime Location in Lake City,Added: 1 week ago,24400000.0,1361.25
"Bahria Town - Tulip Block, Bahria Town - Sector C",5,6,12.5 MARLA CORNER DOUBLE HIGHTED 100 FEET MAIN BOULEVARD HOUSE FOR SALE,Added: 6 days ago,42900000.0,2722.5
"Paragon City, Lahore",5,6,10 Marla Brand new Modern House In Paragon City For sale,Added: 6 days ago,55000000.0,2722.5
"Askari 10 - Sector F, Askari 10",3,3,Brand New Flat. Fully Furnished Ready To Move 10.25 Marla Square Feet In Askari 10 Sector F.   Beautiful View Towards Park And Parking Ideal Location And Very Good Approach From AirPort Road,Added: 6 days ago,39000000.0,2776.95
"Allama Iqbal Town - Neelam Block, Allama Iqbal Town",2,3,2.5 Marla Triple Storey Brand New In Neelam Block Iqbal Town Al Hamed Colony Lahore,Added: 6 days ago,12000000.0,680.625
"Lake City - Sector M-7, Lake City",4,5,Stylish And Lush 5 Marla House For Sale in Lake City M 7 Lahore.,Added: 6 days ago,30000000.0,1361.25
"Park View City - Platinum Block, Park View City",4,4,5.75 Marla Brand New Corner House For Sale In Park View City Platinum Block,Added: 20 hours ago,18500000.0,1551.825
"Park View City - Jade Extension Block, Park View City",4,4,Brand New 5 Marla House For Sale In Jade Extension Block Park View City,Added: 20 hours ago,22000000.0,1361.25
"Johar Town Phase 1, Johar Town",5,6,10 Marla VIP Brand New Double Storey Luxury Stylish Ultra Modern Style House Available For Sale In Johar Town Lahore By Fast Property Services,Added: 1 day ago,48500000.0,2722.5
"Allama Iqbal Town, Lahore",5,6,10 MARLA Brand New Luxury Ultra Modern Style Stylish House For Sale In Iqbal Town Lahore.,Added: 1 day ago,69000000.0,2722.5
"Johar Town Phase 1, Johar Town",4,5,10 MARLA USED HOUSE Available For Sale In Johar Town Phase 1 Lahore By Fast Property Services Real Estate And Builders Lahore With Original Pictures,Added: 1 day ago,44000000.0,2722.5
"Johar Town Phase 2, Johar Town",5,6,5 Marla BRAND NEW Ultra Modern Style Double Storey Stylish House Available For Sale In Joher Town Phase Ii Lahore By Fast Property Services Real Estate And Builders Lahore,Added: 1 day ago,36000000.0,1361.25
"Johar Town Phase 2, Johar Town",6,6,1 KANAL USED PERSONAL OWNER BUILT Double Storey House Ultra Modern Style Available For Sale In Johar Town Phase Ii Lahore By Fast Property Services,Added: 1 day ago,81000000.0,5445.0
