Location,Beds,Baths,Title,Added_Date,Price_thnds,Area_sqft
"Bankers Co-operative Housing Society, Lahore",7,7,Luxury Owner-Built Corner House Prime Location,Added: 5 days ago,79000000.0,5445.0
"DHA 11 Rahbar, Lahore",3,3,House Of 5 Marla For sale In DHA 11 Rahbar,Added: 5 days ago,21000000.0,1361.25
"Al-Kabir Town - Downtown, Al-Kabir Town",1,1,471 Square Feet Flat Situated In Al-Kabir Town - Downtown For Sale,Added: 5 days ago,7065000.000000001,571.725
"Al-Kabir Town - Downtown, Al-Kabir Town",,1,A Well Designed Flat Is Up For Sale In An Ideal Location In Lahore,Added: 5 days ago,6000000.0,490.05
"Al-Kabir Town - Downtown, Al-Kabir Town",2,,1032 Square Feet 2 Bedroom Apartment Is Available For Sale In Al-Kabir Town Downtown Lahore,Added: 5 days ago,15500000.0,1252.35
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",6,,10 MARLA BRAND NEW FACING PARK DOUBLE STOREY HOUSE FOR SALE NASHEMAN IQBAL PHASE 2 COLLEGE ROAD LAHORE,Added: 18 hours ago,43500000.0,2722.5
"UET Housing Society - Block B, UET Housing Society",6,6,10 MARLA BRAND NEW HOUSE FOR SALE UET HOUSING SOCIETY COLLEGE ROAD LAHORE,Added: 18 hours ago,42500000.0,2722.5
"Shadab Garden, Lahore",6,7,5 Marla House For Sale Near Ferozepur Road Lahore,Added: 22 hours ago,21500000.0,1361.25
"Askari 11 - Sector B Apartments, Askari 11",4,5,Brand New 12 Marla 4 Bed Apartment 8th Floor For Sale At Attractive Price,Added: 23 hours ago,41500000.0,3267.0
"DHA Phase 6 - Block A, DHA Phase 6",4,6,5 BED BASEMENT HOUSE DESIGNER BUNGALOW,Added: 23 hours ago,49500000.0,2722.5
"DHA Phase 5 - Block K, DHA Phase 5",4,6,12 Marla Corner House with Basement Hall Best for Two Families | DHA Phase 5 Near main road,Added: 23 hours ago,61000000.0,2722.5
"DHA Phase 6, DHA Defence",3,4,A Dream Home Awaits With !,Added: 23 hours ago,26500000.0,1361.25
"Central Park Housing Scheme, Lahore",5,6,1 Kanal Brand New Spanish House Available For Sale,Added: 9 hours ago,70000000.0,5445.0
"Central Park Housing Scheme, Lahore",4,5,10 Marla Used House Available For Sale ( Gas Install),Added: 9 hours ago,24500000.0,2722.5
"Central Park Housing Scheme, Lahore",4,5,6 Marla Brand New Ultra Modern Design House Available For Sale ( Gas Install ),Added: 9 hours ago,24000000.0,1633.5
"Central Park Housing Scheme, Lahore",3,4,4 Marla Double Storey House Available For Sale,Added: 9 hours ago,11500000.0,1089.0
"Central Park Housing Scheme, Lahore",4,4,5 Marla Modern Design House Available For Sale ( Gas & solar install),Added: 9 hours ago,23000000.0,1361.25
"Central Park Housing Scheme, Lahore",4,5,10 Marla Slightly Used House Available For Sale On Main 80ft Road,Added: 9 hours ago,30000000.0,2722.5
"DHA Phase 6, DHA Defence",5,5,Modern Designed 1 Kanal House in DHA Phase 6 With Full Basement,Added: 9 hours ago,86600000.0,5445.0
"DHA Phase 6, DHA Defence",7,6,Near To DHA RAYA Elegant 30 Marla Full Basement Spanish Design Villa For Sale In DHA Phase 6 Ready To Move In,Added: 9 hours ago,112500000.0,8167.5
"Low Cost - Block H, Low Cost Sector",5,6,Grey Structure 8 Marla House For Sale In H Block Bahria Orchard Phase 2 Lahore,Added: 5 days ago,11500000.0,2178.0
"DHA Phase 5 - Block K, DHA Phase 5",5,6,1 Kanal Brand New Luxury Modern Fully Furnished House With 2 Servant Room In Basement And 15 KV Solar Installed In K Block Phase 5 DHA Lahore,Added: 5 days ago,90500000.0,5445.0
,,,,,28800000.0,
"Bankers Avenue Cooperative Housing Society, Lahore",5,6,10 Marla New Luxury House For Sale,Added: 6 days ago,39500000.0,2722.5
"Askari 10 - Sector F, Askari 10",3,3,10 Marla 3 Bedroom Apartment Available For Sale In Sec F Askari 10 Lahore Cantt,Added: 6 days ago,31500000.0,2722.5
,,,,,31700000.0,
"Askari 10, Askari",4,5,Brand New 13 Marla 4 Bedroom Luxury Apartment Available For Sale In Sector-S Askari 10 Lahore Cantt,Added: 6 days ago,46500000.0,3539.25
"Chinar Bagh, Lahore",8,7,2 Kanal Double Storey Corner House Is Available For Sale In Chinar Bagh Housing Society Raiwind Road Lahore,Added: 5 days ago,120000000.0,10890.0
"DHA Phase 7 - Block T, DHA Phase 7",5,6,House For Sale In Rs. 250000000,Added: 5 days ago,250000000.0,10890.0
"Chinar Bagh, Lahore",5,6,1 Kanal House For Sale In Chinar Bagh Chinar Bagh,Added: 5 days ago,65000000.0,5445.0
"Ghosia Colony, Walton Road",3,4,A Spacious 1012 Square Feet House In Ghosia Colony,Added: 5 days ago,26500000.0,1225.125
"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3,4,5 MARLA BRAND NEW HOUSE IS AVAILABLE FOR SALE IN DHA PHASE 11 RAHBAR SECTOR 2 LAHORE,Added: 5 days ago,26000000.0,1361.25
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",7,,21 MARLA BRAND NEW FACING PARK HOUSE FOR SALE IN NASHEMAN IQBAL PHASE 2 COLLEGE ROAD LAHORE,Added: 19 hours ago,61000000.0,5445.0
"Union Green, College Road",4,5,3.25 MARLA BRAND NEW TRIPLE STOREY BEAUTIFUL HOUSE FOR SALE IN UNION GREEN SOCIETY COLLEGE ROAD LAHORE,Added: 19 hours ago,18000000.0,871.2
"Askari 11, Askari",3,4,10 MARLA 3 BEDROOM FLAT AVAILBLE FOR SALE IN ASKARI 11 LAHORE,Added: 23 hours ago,35000000.0,2722.5
"HBFC Housing Society, Lahore",5,5,Your Search Ends Right Here With The Beautiful Corner House In HBFC Housing Society At Affordable Price Of Pkr Rs. 75000000,Added: 23 hours ago,75000000.0,5989.5
"Nasheman-e-Iqbal, Lahore",5,5,Your Dream Brand New 1013 Square Feet House Is Available In Nasheman-E-Iqbal,Added: 23 hours ago,23000000.0,1225.125
"GOR 1, GOR",10,6,House Sized 6 Kanal In GOR 1,Added: 23 hours ago,840000000.0,32670.0
"Model Town Extension, Model Town",7,6,Get In Touch Now To Buy A House In Model Town Extension,Added: 23 hours ago,180000000.0,10890.0
"DHA Phase 6 - Block D, DHA Phase 6",5,7,Near To Dolmen Mall 1 Kanal Modern Beautiful Designer Bungalow For Sale At Prime Location DHA Phase 6,Added: 9 hours ago,75500000.0,5445.0
"DHA Phase 7 - Block X, DHA Phase 7",5,6,1 Kanal Top Quality Build Luxurious Beautiful Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,Added: 9 hours ago,63800000.0,5445.0
"DHA Phase 6 - Block G, DHA Phase 6",6,7,1 Kanal Full Basement Full Furnished With Pool And Home Theater Beautiful Design Bungalow For Sale At Prime Location,Added: 9 hours ago,84500000.0,5445.0
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",5,6,20 Marla Beautifully Designed Modern House For Sale In DHA Phase 8 Ex Air Avenue,Added: 9 hours ago,65000000.0,5445.0
"Allama Iqbal Town - Nargis Block, Allama Iqbal Town",6,7,BRAND NEW 1 KANAL BEAUTIFULL HOUSE AVAILABLE FOR SALE,Added: 9 hours ago,150000000.0,5445.0
"DHA Phase 5, DHA Defence",7,6,1 KANAL BEST HOUSE FOR SALE,Added: 9 hours ago,115000000.0,5445.0
"Johar Town, Lahore",6,7,10 Marla brand new 6 beds house near ucp and shoukat khanum,Added: 9 hours ago,46500000.0,2722.5
"Penta Square By DHA Lahore, DHA Phase 5",1,2,1 Bed Semi Furnished For Sale Penta Square DHA Phase 5,Added: 10 hours ago,27500000.0,952.875
"DHA Phase 7, DHA Defence",5,6,Top Quality 1 Kanal Brand New House For Sale Available In DHA Phase 7,Added: 6 days ago,72500000.0,5445.0
"DHA Phase 6, DHA Defence",4,5,10-Marla Fully Modern Bungalow For Sale Top Location Near Dolmen Mall,Added: 6 days ago,55000000.0,2722.5
,,,,,28800000.0,
"DHA 9 Town, DHA Defence",3,4,Near Hug Park 5 Marla Designer Luxury House In DHA 9 Town Is Available For Sale,Added: 6 days ago,23500000.0,1361.25
"DHA Phase 7 - Block S, DHA Phase 7",5,6,"Grand 20 Marla Brand New Mansion | DHA Phase 7, Block S | Ready for Possession",Added: 6 days ago,75000000.0,5445.0
,,,,,12300000.0,
"DHA Phase 2 - Block R, DHA Phase 2",4,5,2 Kanal Used Modern Design Single Story Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market .,Added: 6 days ago,112500000.0,10890.0
"Nasheman-e-Iqbal Phase 2 - Block A, Nasheman-e-Iqbal Phase 2",5,7,5 MARLA BRAND NEW TOP QUALITY BUILT DESIGNER HOUSE AVAILABLE FOR SALE,Added: 5 days ago,19500000.0,1361.25
"DHA Phase 6 - Block K, DHA Phase 6",7,6,2 Kanal House Is Available In Affordable Price In DHA Phase 6 - Block K,Added: 5 days ago,500000000.0,10890.0
"New Iqbal Park Cantt, Cantt",3,4,5 Marla House For sale In New Iqbal Park Cantt Lahore Near Adil Hospital Dha Phase 1,Added: 5 days ago,26500000.0,1361.25
"Cavalry Ground, Lahore",5,6,A 2 Kanal House Located In Cavalry Ground Is Available For sale,Added: 5 days ago,145000000.0,10890.0
"Gulberg, Lahore",3,3,The Grand Vertical On Main Boulevard Gulberg,Added: 5 days ago,50000000.0,1361.25
"Military Accounts Society - Block B, Military Accounts Housing Society",8,,8 MARLA SLIGHTLY USED LIKE A NEW HOUSE TRIPLE STORY FOR SALE IN MILITARY ACCOUNT SOCIETY COLLEGE ROAD LAHORE,Added: 19 hours ago,31000000.0,2178.0
"Al-Kabir Town - Phase 2, Al-Kabir Town",4,5,3 Marla Modern Design House For Sale In Al Kabir Town Phase 2,Added: 19 hours ago,16500000.0,816.75
"Lake City, Raiwind Road",2,2,Furnished Apartments On Easy Installments Plan,Added: 23 hours ago,9050000.0,1361.25
"Johar Town, Lahore",1,2,Furnished Apartments In Johar Town On Very Prime Location,Added: 23 hours ago,8800000.0,762.3
"Johar Town, Lahore",2,2,Furnished Apartment In Johar Town On Installments,Added: 23 hours ago,8100000.0,1116.225
"Central Park Housing Scheme, Lahore",4,3,5 Marla brand new house Available For Sale in Central Park Housing Scheme Lahore,Added: 23 hours ago,21000000.0,1361.25
"Walton Road, Lahore",4,4,6 Marla brand new Double Storey House For Sale(opp Adil hospital),Added: 23 hours ago,31500000.0,1633.5
"DHA Phase 5, DHA Defence",5,4,5 Marala House For Sale,Added: 10 hours ago,28500000.0,1361.25
"DHA Phase 4 - Block KK, DHA Phase 4",4,6,Dha Phase 4 Kk Brand New House Available For Sale,Added: 10 hours ago,60000000.0,2722.5
"Allama Iqbal Town - Nargis Block, Allama Iqbal Town",5,6,5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE,Added: 10 hours ago,45000000.0,1361.25
"Atari Saroba, Lahore",3,3,2 Marla Luxury House For Sale,Added: 10 hours ago,6500000.0,544.5
"Bahria Town - Sector F, Bahria Town",1,1,Best Price 1 Bed Apartment Available on Easy Installments at Bahria Town,Added: 10 hours ago,6844000.0,626.175
"EME Society, Lahore",6,7,1 KANAL BEAUTIFULL RENOVATED HOUSE AVAILABLE FOR SALE,Added: 10 hours ago,95000000.0,5445.0
"Bahria Orchard Phase 1, Bahria Orchard",1,1,Secure Your 1 Bed Apartment in Bahria Orchard Phase 1 Madina Mall & Residency,Added: 10 hours ago,6804000.000000001,598.95
"DHA Phase 8, DHA Defence",7,,100% Original Deal | DHA Phase 8 | 2 Kanal Brand New Ultramodern Luxury Bungalow | Architect : Mazhar Munir | Holizin Home Furniture | Top Notch Construction | Imported Tiles Architect World & Mona Lisa | Hot Location Near Park,Added: 10 hours ago,184899999.99999997,10890.0
"Al Haram Garden, Lahore",3,4,3 Marla Corner Spanish Solid Construction House Available For Sale Out Clas Location Near Tooo CPHS Park Com And Market. .,Added: 6 days ago,9500000.0,816.75
"Bahria Town - Ghaznavi Block, Bahria Town - Sector F",5,7,10 Marla House For Sale In Ghaznavi Block Bahria Town Lahore,Added: 6 days ago,33000000.0,2722.5
,,,,,23000000.0,
"Lake City Meadows, Lahore",5,6,10 Marla Brand New House For Sale In Bankers Housing Society Lahore,Added: 6 days ago,33000000.0,2722.5
"DHA Phase 7, DHA Defence",5,6,VERY CLOSE TO DEFENCE RAYA  ULTRA MODERN LUXURIOUS HOUSE AVAILABLE FOR SALE,Added: 6 days ago,65000000.0,5445.0
,,,,,6890000.000000001,
"DHA Phase 6 - Block N, DHA Phase 6",5,6,One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial,Added: 6 days ago,115000000.0,5445.0
"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3,4,5 Marla Ultra Modern House For Sale in DHA Rahbar,Added: 5 days ago,24000000.0,1361.25
"Paragon City, Lahore",5,6,Park-Facing 10 Marla Dream Home Brand New & Ready to Move In! Paragon City,Added: 5 days ago,55500000.0,2722.5
"Gulberg, Lahore",2,3,Flat Of 2100 Square Feet Is Available In Contemporary Neighborhood Of Gulberg,Added: 5 days ago,56500000.0,2531.925
"Al Rehman Phase 2 - Block G, Al Rehman Garden Phase 2",3,3,Brand New 3 Marla House Available In Al Rehman Phase 2 - Block G For sale,Added: 5 days ago,14000000.0,816.75
"Askari 5, Askari",3,3,Book Flat Today In Askari 5,Added: 5 days ago,52500000.0,2722.5
"DHA Phase 7, DHA Defence",5,6,Ultra Luxury 1 Kanal Brand New House Available For Sale in DHA Phase 7 at a Prime Location,Added: 19 hours ago,165000000.0,5445.0
"DHA Phase 6, DHA Defence",7,7,1 Kanal Fully Furnished with Full Basement House Available For Sale in DHA Phase 6,Added: 19 hours ago,237500000.0,5445.0
"Askari 11, Askari",3,4,Gurond Floor 3 Bed Room Apartments For Sale in Askari 11 Lahore,Added: 23 hours ago,28500000.0,2722.5
"Askari 11, Askari",3,4,3 Bed Room Apartments For Sale in Askari 11 Lahore,Added: 23 hours ago,28200000.0,2722.5
"Eden Boulevard - Block A, Eden Boulevard Housing Scheme",4,3,5 Fully Maintained 5 Marla House,Added: 23 hours ago,17500000.0,1361.25
"PGECHS Phase 2 - Block C, PGECHS Phase 2",4,4,Fully Maintained House Like Brand New,Added: 23 hours ago,40000000.0,2722.5
"Military Accounts Society - Block D, Military Accounts Housing Society",3,3,Signal story marbal floor house,Added: 23 hours ago,21000000.0,2178.0
"DHA Phase 6, DHA Defence",7,6,"Elegant 2 Kanal Home: A Perfect Blend Of Luxury And Comfort, Near Dolmen Mall, Top Location, Facing Park, Solid Build, In DHA Phase 6 At A Reasonable Price",Added: 10 hours ago,142500000.0,10890.0
"DHA Phase 7, DHA Defence",6,6,ULTRA LUXURY TOP-NOTCH BRAND NEW 1 KANAL HOUSE WITH GARDEN | PRIME LOCATION NEAR RAYA FAIRWAYS & PARK | FULL BASEMENT | POOL | CINEMA | DHA PHASE 7 | 100% ORIGINAL DEAL,Added: 10 hours ago,137500000.0,10890.0
"DHA Phase 5, DHA Defence",7,,100% Original Deal | DHA Phase 5 | 2 Kanal Brand New Ultramodern Luxury Bungalow | Architect : Mazhar Munir | Holizin Home Furniture | Top Notch Construction | Imported Tiles Architect World & Mona Lisa | Hot Location Near Dolmen Mall,Added: 10 hours ago,189899999.99999997,10890.0
"DHA Phase 5 - Block B, DHA Phase 5",6,6,Ultra Lavish Top Notch Masterpiece | Fully Furnished Luxury Bungalow with Swimming Pool | Near Dolmen Mall | 100% Original Deal | DHA Phase 5,Added: 10 hours ago,82500000.0,5445.0
"DHA Phase 8, DHA Defence",6,6,100% Original Deal | DHA Phase 8 | 1 Kanal Brand New Ultramodern Luxury Bungalow | Architect : Mazhar Munir | Holizin Home Furniture | Top Notch Construction | Imported Tiles Architect World & Mona Lisa | Hot Location Near Park & Mosque,Added: 10 hours ago,87200000.0,5445.0
"DHA Phase 6 - Block G, DHA Phase 6",6,6,"1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Fully Furnished With Basement For Sale In DHA Lahore Phase 6 Prime Location, Near RAYA.",Added: 10 hours ago,91199999.99999999,5445.0
"DHA Phase 7 - Block T, DHA Phase 7",5,6,"1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Fully Furnished With Basement (Pool + Cinema) For Sale In DHA Lahore Phase 7 Prime Location, Near RAYA.",Added: 10 hours ago,75500000.0,5445.0
"Bahria Town - Sector F, Bahria Town",1,1,"1 Bed Apartment Available at Best Price in Madina Mall & Residency, Best For Investors",Added: 10 hours ago,6791000.0,598.95
"DHA 9 Town - Block D, DHA 9 Town",,,Fahad Farman Associates Offers 5 Marla Brand New House For Sale,Added: 6 days ago,22500000.0,1361.25
"Midway Commercial, Bahria Town",2,2,With 40 Lac Booking Get Your Fully Furnished Two Bed Apartment On Easy 2 Years On Installment Plan In Sky Lux Tower,Added: 6 days ago,4000000.0,789.525
,,,,,23000000.0,
"Valencia Housing Society, Lahore",6,6,01 Kanal Brand New Ultra Modern Designer House for sale Available in Valencia Town Lahore,Added: 6 days ago,62000000.0,5445.0
"DHA Phase 5, DHA Defence",4,5,10 Marla Luxury House | Ultra Modern Design | Prime Location DHA Phase 5,Added: 6 days ago,52000000.0,2722.5
,,,,,42200000.0,
"DHA Phase 7, DHA Defence",4,5,Near Macdonald Carrefour And Raya Fairways 10-Marla Modern House For Sale At Top Location,Added: 6 days ago,48000000.0,2722.5
"Park View City - Tulip Extension Block, Park View City",4,5,House For sale In Park View City - Tulip Extension Block,Added: 5 days ago,20500000.0,1361.25
"Park View City - Topaz Extension Block, Park View City",4,5,End Your Search For House Here And sale Now,Added: 5 days ago,23500000.0,1361.25
"DHA 9 Town, DHA Defence",3,4,5 MARLA MODERN HOUSE FOR SALE IN DHA 9 TOWN.,Added: 5 days ago,24800000.0,1361.25
"Park View City - Crystal Block, Park View City",4,5,House For sale In Rs. 20000000,Added: 5 days ago,20000000.0,1361.25
"Green Avenue Housing Society, Cantt",4,5,5 MARLA CORNER BRAND NEW OWNER BUILD HOUSE FOR SALE,Added: 5 days ago,29000000.0,1361.25
"Bahria Town - Gulbahar Block, Bahria Town - Sector C",5,6,10 Marla Brand New Luxury House For Sale In Gulbahar Block Bahria Town Lahore,Added: 19 hours ago,27500000.0,2722.5
"Bahria Town - Jinnah Block, Bahria Town - Sector E",3,5,"5 Marla Residential House for Sale In Jinnah Block, Nearby Commercial Market, school, Mosque and Health Care Canter",Added: 19 hours ago,16500000.0,1361.25
"Cavalry Ground, Lahore",6,6,8 Marla Brand New Double Story House For Sale (Cavalry Ground),Added: 23 hours ago,47000000.0,2178.0
"Lalazaar Garden, Lahore",3,3,Good Corner 788 Square Feet House For sale In Lalazaar Garden,Added: 23 hours ago,17000000.0,952.875
"Marghzar Officers Colony, Lahore",4,4,Well-constructed House Available For sale In Marghzar Officers Colony,Added: 23 hours ago,38000000.0,2722.5
"DHA Phase 6, DHA Defence",4,5,Dha Phase 6 Almost New Bungalow Spanish Design House For Sale,Added: 23 hours ago,62500000.0,2722.5
"Defence Raya, DHA Defence",4,5,10 Marla House Defence Raya Gated Community,Added: 23 hours ago,52500000.0,2722.5
"DHA Phase 7 - Block Q, DHA Phase 7",5,6,1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,Added: 10 hours ago,75200000.0,5445.0
"DHA Phase 5 - Block L, DHA Phase 5",4,5,10 MARLA Out Standing top Quality Brand New house designed By Mazher Munir For Sale,Added: 10 hours ago,53500000.0,2722.5
"DHA Phase 7, DHA Defence",5,6,1 Kanal House +1 Kanal Lawn Top Quality Build Luxurious Beautiful Spanish Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,Added: 10 hours ago,137500000.0,10890.0
"DHA Phase 7 - Block Y, DHA Phase 7",5,6,1 Kanal Top Quality Build Luxurious Beautiful Spanish Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,Added: 10 hours ago,69500000.0,5445.0
"DHA Phase 6, DHA Defence",4,5,10 MARLA BRAND NEW EYE CATCHING ULTRA MODERN BUNGALOW FOR SALE,Added: 10 hours ago,48000000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,10 MARLA LAVISH ELEGANT BEAUTIFUL TOP OF LINE BUNGALOW FOR SALE IN DHA PHASE 7,Added: 10 hours ago,41000000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,10 MARLA BRAND NEW EYE CATCHING ULTRA MODERN BUNGALOW FOR SALE NEAR TO RAYA IN LOW PRICE,Added: 10 hours ago,44000000.0,2722.5
"DHA Phase 7 - Block X, DHA Phase 7",5,6,1 Kanal Top Quality Build Luxurious Beautiful UItra Modern Design Villa Full Furnished Full Basement For Sale In DHA Lahore Phase 7 Prime Location,Added: 10 hours ago,75300000.0,5445.0
"DHA Phase 6, DHA Defence",3,4,3-Bedroom 5 Marla House In DHA With Modern Comfort With Stylish Finishes,Added: 6 days ago,25000000.0,1361.25
"DHA 9 Town, DHA Defence",4,5,8 Marla Next to Corner Near Main Road Luxury Modern Bungalow DHA Lahore,Added: 6 days ago,38000000.0,2178.0
,,,,,28800000.0,
"DHA Phase 7, DHA Defence",5,6,1 KANAL AESTHETICALLY BEAUTIFUL HOUSE FOR SALE IN DHA PHASE 7 Near RAYA,Added: 6 days ago,72700000.0,5445.0
"DHA Phase 7, DHA Defence",5,5,10 Marla Brand New Luxury Modern Design House For Sale,Added: 6 days ago,49500000.0,2722.5
,,,,,25200000.0,
"DHA Phase 7 - Block S, DHA Phase 7",5,6,One Kanal Outstanding Luxuries Bungalows For Sale At Prime Location Facing 70 Feet Road,Added: 6 days ago,73500000.0,5445.0
"Divine Gardens, Lahore",4,5,10 Marla House In Divine Gardens For Sale At Good Location,Added: 5 days ago,45000000.0,2722.5
"Askari 11 - Sector B, Askari 11",3,4,3 Beds Brand New Good Location Apartment Is Available For Sale In Sector B Askari XI Lahore.,Added: 5 days ago,31000000.0,2994.75
"Askari 11 - Sector B Apartments, Askari 11",3,4,3 Beds 10 Marla Ideal Location Apartment for Sale in Sector B Askari 11 Lahore.,Added: 5 days ago,27500000.0,2722.5
"MM Alam Road, Gulberg",2,3,Luxury 2-Bedroom Apartment |   The Avenair | Sleek & Spacious,Added: 5 days ago,40000000.0,1742.4
"Askari 11 - Sector D, Askari 11",3,4,Barnd New 3 Bed Room Apartments For Sale in Askari 11 Lahore,Added: 5 days ago,36700000.0,2722.5
"DHA Phase 7, DHA Defence",5,6,02 KANAL STYLISH & UNIQUE DESIGN HOUSE FOR SALE IN DHA PHASE 7,Added: 19 hours ago,142500000.0,10890.0
"DHA Phase 7, DHA Defence",5,6,20 Marla Brand New Modern House For sale in DHA phase 7,Added: 19 hours ago,70000000.0,5445.0
"Askari 11 - Sector B Apartments, Askari 11",3,3,3 Beds 10 Marla Ideal Location Apartment For Sale In Sector B Askari 11 Lahore.,Added: 23 hours ago,26000000.0,2722.5
"Askari 11 - Sector B, Askari 11",3,4,Ground Floor Apartment For Sale In Askari 11 Sector B Lahore,Added: 23 hours ago,27500000.0,2722.5
"Askari 11, Askari",3,4,Brand New 3 Beds 11 Marla Ideal Location Apartment For Sale In Sector B Askari 11 Lahore.,Added: 23 hours ago,31500000.0,2994.75
"Samanabad, Lahore",5,4,Corner In Samanabad 680 Square Feet House For Sale,Added: 1 day ago,18000000.0,816.75
"Bastami Road, Samanabad",5,5,You Can Find A Gorgeous House For Sale In Bastami Road,Added: 1 day ago,17500000.0,1089.0
"DHA Phase 6 - Block B, DHA Phase 6",6,6,1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 6 Prime Location,Added: 10 hours ago,91000000.0,5445.0
"DHA Phase 5, DHA Defence",6,7,1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Full Furnished With Basement For Sale in DHA Lahore Phase 5 Prime Location,Added: 10 hours ago,86500000.0,5445.0
"DHA Phase 7, DHA Defence",6,7,2 Kanal Fully Furnished Faisal Rasool Design Bungalow For Sale In Phase 7 Dha,Added: 10 hours ago,179899999.99999997,10890.0
"DHA Phase 5 - Block H, DHA Phase 5",6,6,20 Marla Brand New Luxury Modern Fully Furnished House With 2 Servant Room With Basement And 15 KV Solar Installed In K Block Phase 5 DHA Lahore,Added: 10 hours ago,82500000.0,5445.0
"DHA Phase 6, DHA Defence",6,7,1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 6 Prime Location,Added: 10 hours ago,89000000.0,5445.0
"DHA Phase 6 - Block K, DHA Phase 6",6,7,WORLD CLASS 2 KANAL MEGA MANSION | DHA PHASE 6 LAHORE,Added: 10 hours ago,119900000.0,10890.0
"DHA Phase 4, DHA Defence",4,6,10 Marla House Available For Sale In Dha,Added: 10 hours ago,40000000.0,2722.5
"DHA 9 Town, DHA Defence",3,4,Stylish 5 Marla House With Solid Construction,Added: 10 hours ago,22500000.0,1361.25
"LDA Avenue - Block M, LDA Avenue",6,6,Prime Location 10 Marla Elegant House For Sale LDA Avenue One,Added: 6 days ago,32900000.0,2722.5
"Central Park Housing Scheme, Lahore",4,4,5 Marla Most Beautiful Ultra Modern Design House Available For Sale Prime Location Near Tooo Park And Masjid Solid Construction All Facilities Available Here,Added: 6 days ago,22000000.0,1361.25
,,,,,28800000.0,
"Central Park - Block G, Central Park Housing Scheme",5,6,Central Park G Block 10 Marla House Modern Design House Available For Sale Prime Location . . . .,Added: 6 days ago,39000000.0,2722.5
"DHA Phase 6, DHA Defence",5,6,The Ultimate 20 Marla Modern Master piece | Best Deal in [DHA PHASE 6] | Brand New & Ready to Move!,Added: 1 week ago,86000000.0,5445.0
,,,,,12000000.0,
"DHA Phase 7 - Block T, DHA Phase 7",5,6,10 Marla Ultra Luxury Mansion | Full Basement Hot Location Phase 7,Added: 1 week ago,48500000.0,2722.5
"Central Park Housing Scheme, Lahore",5,6,Kanal Luxury House For Sale In Prime Location Central Park Housing Scheme Lahore Ferozepur Road,Added: 5 days ago,75000000.0,5445.0
"Zameen Phoenix, Main Canal Bank Road",1,1,1 Bed Apartment For Sale In  Zameen Phoenix,Added: 5 days ago,28900000.0,762.3
"DHA Phase 7 - Block Z, DHA Phase 7",6,7,1 Kanal House Is Available For Sale In DHA Phase 7 Block Z Lahore,Added: 5 days ago,207500000.0,5445.0
"Zameen NEO, Gulberg 3",2,2,2 Bed Apartment For Sale,Added: 5 days ago,44800000.00000001,1388.475
"Al-Hamad Colony (AIT), Lahore",4,5,House Sized 790 Square Feet Is Available For sale In Al-Hamad Colony (AIT),Added: 5 days ago,19000000.0,952.875
"DHA Phase 6 - Block K, DHA Phase 6",6,6,2 kanal Brand New Fully Furnished With Pool A Plus Construction Modern Design Bungalow For Sale In DHA Phase 6 Lahore Owner Needy,Added: 19 hours ago,325000000.0,10890.0
"Lake City - Sector M7 - Block B, Lake City - Sector M-7",3,4,5 Marla Used Dream House Situated Near To Park Near To School Available For Sale,Added: 19 hours ago,24500000.0,1361.25
"Bastami Road, Samanabad",6,6,Your Dream Brand New 3 Marla House Is Available In Bastami Road,Added: 1 day ago,17000000.0,816.75
"Allama Iqbal Town - Asif Block, Allama Iqbal Town",4,3,For Sale 5 Marla Old House Location Asif Block Iqbal Town Lhr,Added: 1 day ago,20000000.0,1361.25
"Indigo Boutique Apartments, Gulberg",2,3,2 BED APARTMENT FOR SALE IN   INDIGO BOUTIQUE  GULBERG 3 LAHORE,Added: 1 day ago,22500000.0,1143.45
